Altium Designer Pick and Place Locations
C:\Users\Public\Documents\Altium\controller-board-v0.2\Project Outputs for controller-board-v0.2\Pick Place for controller_board.txt

========================================================================================================================
File Design Information:

Date:       19.03.24
Time:       12:02
Revision:   3c405d20af9ee436d1b731cf01571d89839ad84f
Variant:    No variations
Units used: mil

Designator Comment                  Layer       Footprint                     Center-X(mil) Center-Y(mil) Rotation Description                                                                                                                                      
FB8        MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 3271.654      3948.819      0        "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
FB7        MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 2653.543      4051.181      90       "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
FB6        MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 2539.370      3673.228      0        "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
FB2        MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 3500.000      463.583       270      "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
FB1        MPZ1608S101ATAH0         TopLayer    FER_0603_1608                 2909.016      1807.480      225      "FERRITE BEAD 100 OHM 0603 1LN"                                                                                                                  
D33        PESD3V3L1BA,115          TopLayer    SOD-323                       3133.858      2503.937      270      "26V Clamp 18A (8/20µs) Ipp Tvs Diode Surface Mount SOD-323"                                                                                     
D31        PESD3V3L1BA,115          TopLayer    SOD-323                       3578.740      2503.937      270      "26V Clamp 18A (8/20µs) Ipp Tvs Diode Surface Mount SOD-323"                                                                                     
D29        BZT52C15-7-F             TopLayer    SOD-123                       1299.213      1633.858      0        "Zener Diode 15 V 500 mW ±6% Surface Mount SOD-123"                                                                                              
D21        PESD3V3L1BA,115          TopLayer    SOD-323                       2417.323      1279.527      270      "26V Clamp 18A (8/20µs) Ipp Tvs Diode Surface Mount SOD-323"                                                                                     
D19        PESD3V3L1BA,115          TopLayer    SOD-323                       1555.118      1307.087      270      "26V Clamp 18A (8/20µs) Ipp Tvs Diode Surface Mount SOD-323"                                                                                     
D17        150141M173100            TopLayer    WL-SFTW_3528_150141M173100    1281.496      2507.874      180      "Red, Green, Blue (RGB) 625nm Red, 520nm Green, 470nm Blue LED Indication - Discrete 2V Red, 3.2V Green, 3.2V Blue 1411 (3528 Metric)"           
D16        SM712                    TopLayer    SOT-23-3                      4350.394      1795.276      0        "26V, 12V Clamp 17A (8/20µs) Ipp Tvs Diode Surface Mount SOT-23-3"                                                                               
D12        BAT60AE6327HTSA1         TopLayer    SOD323                        826.772       3031.496      0        "DIODE SCHOTTKY 10V 3A SOD323-2"                                                                                                                 
D11        SM712                    TopLayer    SOT-23-3                      4875.984      2843.504      0        "26V, 12V Clamp 17A (8/20µs) Ipp Tvs Diode Surface Mount SOT-23-3"                                                                               
D10        SM712                    TopLayer    SOT-23-3                      4868.110      3211.221      0        "26V, 12V Clamp 17A (8/20µs) Ipp Tvs Diode Surface Mount SOT-23-3"                                                                               
D9         UFM13PL-TP               TopLayer    SOD-123FL                     448.819       3251.968      90       "Diode 200 V 1A Surface Mount SOD-123FL"                                                                                                         
D8         BZT52C5V1-7-F            TopLayer    SOD-123                       566.929       3251.968      90       "Zener Diode 5.1 V 500 mW ±6% Surface Mount SOD-123"                                                                                             
D7         BZT52C15-7-F             TopLayer    SOD-123                       1722.441      4173.228      180      "Zener Diode 15 V 500 mW ±6% Surface Mount SOD-123"                                                                                              
D6         1N4148WS-13-F            TopLayer    SOD323                        1094.488      3244.095      90       "DIODE GEN PURP 75V 150MA SOD323"                                                                                                                
D5         1N4148WS-13-F            TopLayer    SOD323                        1204.724      3196.850      270      "DIODE GEN PURP 75V 150MA SOD323"                                                                                                                
D4         SK310A-LTP               TopLayer    DO214AC_SMA                   2771.654      3838.583      90       "DIODE SCHOTTKY 100V 3A DO214AC"                                                                                                                 
D3         3.0SMI90CATR             TopLayer    DO214AB_SMC                   692.913       3555.118      90       "TVS DIODE 90VWM 146VC SMC"                                                                                                                      
D2         SK310B-LTP               TopLayer    DO214AA_SMB                   1688.976      3271.654      90       "DIODE SCHOTTKY 100V 3A DO214AA"                                                                                                                 
D1         SK510A-LTP               TopLayer    SMA                           244.095       3881.890      180      "Diode 100 V 5A Surface Mount DO-214AC (SMA)"                                                                                                    
C196       C1206C102KMREC7800       TopLayer    CAP_1206_3216_-_0.8MM         1318.898      925.197       0        "CAP CER 1206 1NF 63V X7R 10%"                                                                                                                   
C195       CL10B103KB8NNNC          TopLayer    CAP_0603_1608                 1102.362      1633.858      270      "CAP CER 10000PF 50V X7R 0603"                                                                                                                   
C193       C0603C102K5RACAUTO7411   TopLayer    CAP_0603_1608                 2338.583      1373.032      90       "CAP CER 1000PF 50V X7R 0603"                                                                                                                    
C190       C0603C102K5RACAUTO7411   TopLayer    CAP_0603_1608                 2338.583      1255.906      270      "CAP CER 1000PF 50V X7R 0603"                                                                                                                    
C189       C0603C102K5RACAUTO7411   TopLayer    CAP_0603_1608                 2212.598      1373.032      270      "CAP CER 1000PF 50V X7R 0603"                                                                                                                    
C187       CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 1978.347      1370.079      270      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C178       CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 1767.716      921.260       90       "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C173       CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 2003.937      1039.370      270      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C172       CL10B105KA8NNNC          TopLayer    CAP_0603_1608                 405.512       3074.803      180      "CAP CER 1UF 25V X7R 0603"                                                                                                                       
C166       CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 4551.181      1059.055      180      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C165       CL10A106MQ8NNNC          TopLayer    CAP_0603_1608                 4519.685      815.945       90       "CAP CER 10UF 6.3V X5R 0603"                                                                                                                     
C162       CL10B103KB8NNNC          TopLayer    CAP_0603_1608                 1633.858      1350.394      270      "CAP CER 10000PF 50V X7R 0603"                                                                                                                   
C161       C0603C102K5RACAUTO7411   TopLayer    CAP_0603_1608                 1700.787      1350.394      270      "CAP CER 1000PF 50V X7R 0603"                                                                                                                    
C159       CL21A106KAYNNNE          TopLayer    CAP_0805_2012                 1685.039      917.323       270      "CAP CER 10UF 25V X5R 0805"                                                                                                                      
C157       CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 1145.669      2507.874      270      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C156       CL10B105KA8NNNC          TopLayer    CAP_0603_1608                 2834.646      1220.472      90       "CAP CER 1UF 25V X7R 0603"                                                                                                                       
C155       C1206X222K202T           TopLayer    CAP_1206_3216_-_0.8MM         4519.685      1685.039      0        "CAP CER 2200PF 2KV X7R 1206"                                                                                                                    
C154       CL10C101JB81PNC          TopLayer    CAP_0603_1608                 4098.425      2086.614      180      "CAP CER 100PF 50V C0G/NP0 0603"                                                                                                                 
C153       CL10C101JB81PNC          TopLayer    CAP_0603_1608                 4101.378      1889.764      0        "CAP CER 100PF 50V C0G/NP0 0603"                                                                                                                 
C152       C1206X222K202T           TopLayer    CAP_1206_3216_-_0.8MM         4515.748      2062.992      0        "CAP CER 2200PF 2KV X7R 1206"                                                                                                                    
C151       CL10B103KB8NNNC          TopLayer    CAP_0603_1608                 4102.362      1952.756      0        "CAP CER 10000PF 50V X7R 0603"                                                                                                                   
C150       C1206X222K202T           TopLayer    CAP_1206_3216_-_0.8MM         4519.685      1913.386      0        "CAP CER 2200PF 2KV X7R 1206"                                                                                                                    
C149       C1206X222K202T           TopLayer    CAP_1206_3216_-_0.8MM         4515.748      2295.276      0        "CAP CER 2200PF 2KV X7R 1206"                                                                                                                    
C148       CL10B103KB8NNNC          TopLayer    CAP_0603_1608                 4098.425      2338.583      0        "CAP CER 10000PF 50V X7R 0603"                                                                                                                   
C147       CL10C101JB81PNC          TopLayer    CAP_0603_1608                 4101.378      1700.787      180      "CAP CER 100PF 50V C0G/NP0 0603"                                                                                                                 
C146       CL10C101JB81PNC          TopLayer    CAP_0603_1608                 4098.425      2275.591      0        "CAP CER 100PF 50V C0G/NP0 0603"                                                                                                                 
C145       CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 3425.197      2332.677      270      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C144       CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 3631.890      2332.677      90       "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C143       CL10B105KA8NNNC          TopLayer    CAP_0603_1608                 3494.095      2332.677      270      "CAP CER 1UF 25V X7R 0603"                                                                                                                       
C142       CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 3700.787      2332.677      270      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C141       CL10B105KA8NNNC          TopLayer    CAP_0603_1608                 3519.685      1822.835      90       "CAP CER 1UF 25V X7R 0603"                                                                                                                       
C140       CL10B224KA8NNNC          TopLayer    CAP_0603_1608                 3598.425      1822.835      90       "CAP CER 0.22UF 25V X7R 0603"                                                                                                                    
C139       CL10B105KA8NNNC          TopLayer    CAP_0603_1608                 3356.299      2332.677      270      "CAP CER 1UF 25V X7R 0603"                                                                                                                       
C138       CL10B224KA8NNNC          TopLayer    CAP_0603_1608                 3287.402      2332.677      270      "CAP CER 0.22UF 25V X7R 0603"                                                                                                                    
C137       CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 1003.937      2925.197      270      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C136       CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 877.953       2925.197      90       "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C135       CL10B105KA8NNNC          TopLayer    CAP_0603_1608                 814.961       2925.197      90       "CAP CER 1UF 25V X7R 0603"                                                                                                                       
C132       CL10A106MQ8NNNC          TopLayer    CAP_0603_1608                 1978.347      1259.842      90       "CAP CER 10UF 6.3V X5R 0603"                                                                                                                     
C131       CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 1397.638      2901.575      270      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C130       CL10C101JB81PNC          TopLayer    CAP_0603_1608                 4568.898      2760.827      180      "CAP CER 100PF 50V C0G/NP0 0603"                                                                                                                 
C129       CL10C101JB81PNC          TopLayer    CAP_0603_1608                 4555.118      3126.969      180      "CAP CER 100PF 50V C0G/NP0 0603"                                                                                                                 
C128       CL10C101JB81PNC          TopLayer    CAP_0603_1608                 4482.284      2855.315      90       "CAP CER 100PF 50V C0G/NP0 0603"                                                                                                                 
C127       CL10C101JB81PNC          TopLayer    CAP_0603_1608                 4468.504      3221.457      90       "CAP CER 100PF 50V C0G/NP0 0603"                                                                                                                 
C126       CL10B103KB8NNNC          TopLayer    CAP_0603_1608                 4746.063      2847.441      180      "CAP CER 10000PF 50V X7R 0603"                                                                                                                   
C125       CL10B103KB8NNNC          TopLayer    CAP_0603_1608                 4736.221      3213.583      180      "CAP CER 10000PF 50V X7R 0603"                                                                                                                   
C124       CL10C101JB81PNC          TopLayer    CAP_0603_1608                 4568.898      2949.803      0        "CAP CER 100PF 50V C0G/NP0 0603"                                                                                                                 
C123       CL10C101JB81PNC          TopLayer    CAP_0603_1608                 4555.118      3315.945      0        "CAP CER 100PF 50V C0G/NP0 0603"                                                                                                                 
C121       CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 4350.394      3070.866      0        "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C119       CL10A106MQ8NNNC          TopLayer    CAP_0603_1608                 2003.937      921.260       90       "CAP CER 10UF 6.3V X5R 0603"                                                                                                                     
C118       CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 4160.433      3001.968      180      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C117       CL10A106MQ8NNNC          TopLayer    CAP_0603_1608                 751.968       2925.197      90       "CAP CER 10UF 6.3V X5R 0603"                                                                                                                     
C116       CL10A106MQ8NNNC          TopLayer    CAP_0603_1608                 1460.630      2901.575      270      "CAP CER 10UF 6.3V X5R 0603"                                                                                                                     
C115       CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 4350.394      3356.299      0        "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C114       CL10A106MQ8NNNC          TopLayer    CAP_0603_1608                 4160.433      3070.866      180      "CAP CER 10UF 6.3V X5R 0603"                                                                                                                     
C113       CL10A106MQ8NNNC          TopLayer    CAP_0603_1608                 4350.394      3425.197      0        "CAP CER 10UF 6.3V X5R 0603"                                                                                                                     
C112       CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 4163.386      3356.299      180      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C111       CL10A106MQ8NNNC          TopLayer    CAP_0603_1608                 4160.433      3425.197      180      "CAP CER 10UF 6.3V X5R 0603"                                                                                                                     
C110       CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 673.228       3236.220      90       "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C109       C0603C102K5RACAUTO7411   TopLayer    CAP_0603_1608                 2818.898      3106.299      270      "CAP CER 1000PF 50V X7R 0603"                                                                                                                    
C108       CL10C101JB81PNC          TopLayer    CAP_0603_1608                 2645.669      3354.331      270      "CAP CER 100PF 50V C0G/NP0 0603"                                                                                                                 
C107       C0603C102K5RACAUTO7411   TopLayer    CAP_0603_1608                 2519.685      3353.347      270      "CAP CER 1000PF 50V X7R 0603"                                                                                                                    
C106       C0603C102K5RACAUTO7411   TopLayer    CAP_0603_1608                 2582.677      3354.331      270      "CAP CER 1000PF 50V X7R 0603"                                                                                                                    
C105       CL10A106MQ8NNNC          TopLayer    CAP_0603_1608                 4350.394      3001.968      0        "CAP CER 10UF 6.3V X5R 0603"                                                                                                                     
C104       CL10A106MQ8NNNC          TopLayer    CAP_0603_1608                 2777.559      3445.866      270      "CAP CER 10UF 6.3V X5R 0603"                                                                                                                     
C103       CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 2842.520      3444.882      270      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C101       CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 3716.535      3725.394      270      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C100       CL21A106KAYNNNE          TopLayer    CAP_0805_2012                 3866.142      3582.677      90       "CAP CER 10UF 25V X5R 0805"                                                                                                                      
C99        C0603C102K5RACAUTO7411   TopLayer    CAP_0603_1608                 3653.543      3725.394      270      "CAP CER 1000PF 50V X7R 0603"                                                                                                                    
C98        CL21A106KAYNNNE          TopLayer    CAP_0805_2012                 3787.402      3582.677      90       "CAP CER 10UF 25V X5R 0805"                                                                                                                      
C97        CL10B103KB8NNNC          TopLayer    CAP_0603_1608                 3653.543      3583.661      90       "CAP CER 10000PF 50V X7R 0603"                                                                                                                   
C96        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 3716.535      3583.661      90       "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C95        CL10B103KB8NNNC          TopLayer    CAP_0603_1608                 3106.299      3562.992      90       "CAP CER 10000PF 50V X7R 0603"                                                                                                                   
C94        C0603C102K5RACAUTO7411   TopLayer    CAP_0603_1608                 3110.236      3700.787      270      "CAP CER 1000PF 50V X7R 0603"                                                                                                                    
C93        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 3047.244      3700.787      270      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C92        CL21A106KAYNNNE          TopLayer    CAP_0805_2012                 2968.504      3566.929      90       "CAP CER 10UF 25V X5R 0805"                                                                                                                      
C91        CL21A106KAYNNNE          TopLayer    CAP_0805_2012                 2889.764      3566.929      90       "CAP CER 10UF 25V X5R 0805"                                                                                                                      
C89        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 4551.181      1157.480      180      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C88        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 4551.181      1283.465      180      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C87        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 3716.535      1251.969      0        "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C86        CL10A106MQ8NNNC          TopLayer    CAP_0603_1608                 3716.535      1314.961      0        "CAP CER 10UF 6.3V X5R 0603"                                                                                                                     
C85        C0603C180K5HACAUTO       TopLayer    CAP_0603_1608                 3716.535      1177.165      180      "CAP CER 0603 18PF 50V ULTRA STAB"                                                                                                               
C84        CL10A106MQ8NNNC          TopLayer    CAP_0603_1608                 872.047       2250.000      180      "CAP CER 10UF 6.3V X5R 0603"                                                                                                                     
C83        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 872.047       2318.898      180      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C82        C0603C682K5RAC7411       TopLayer    CAP_0603_1608                 4788.386      1212.594      0        "CAP CER 6800PF 50V X7R 0603"                                                                                                                    
C81        C0603C682K5RAC7411       TopLayer    CAP_0603_1608                 4789.370      1149.602      0        "CAP CER 6800PF 50V X7R 0603"                                                                                                                    
C80        C0603C223M5RACAUTO       TopLayer    CAP_0603_1608                 4704.724      787.402       270      "CAP CER 0.022UF 50V X7R 0603"                                                                                                                   
C79        C0603C180K5HACAUTO       TopLayer    CAP_0603_1608                 3723.425      923.228       0        "CAP CER 0603 18PF 50V ULTRA STAB"                                                                                                               
C78        CL10B103KB8NNNC          TopLayer    CAP_0603_1608                 3523.622      3275.591      90       "CAP CER 10000PF 50V X7R 0603"                                                                                                                   
C77        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 3586.614      3275.591      90       "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C76        C0603C102K5RACAUTO7411   TopLayer    CAP_0603_1608                 3523.622      3395.669      270      "CAP CER 1000PF 50V X7R 0603"                                                                                                                    
C75        CL21A106KAYNNNE          TopLayer    CAP_0805_2012                 3736.220      3279.528      90       "CAP CER 10UF 25V X5R 0805"                                                                                                                      
C74        CL21A106KAYNNNE          TopLayer    CAP_0805_2012                 3657.480      3279.528      90       "CAP CER 10UF 25V X5R 0805"                                                                                                                      
C73        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 3592.520      3395.669      270      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C72        CL10B103KB8NNNC          TopLayer    CAP_0603_1608                 3169.291      3295.276      90       "CAP CER 10000PF 50V X7R 0603"                                                                                                                   
C71        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 3106.299      3295.276      90       "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C70        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 3106.299      3409.449      270      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C69        CL21A106KAYNNNE          TopLayer    CAP_0805_2012                 3031.496      3299.213      90       "CAP CER 10UF 25V X5R 0805"                                                                                                                      
C68        CL21A106KAYNNNE          TopLayer    CAP_0805_2012                 2956.693      3299.213      90       "CAP CER 10UF 25V X5R 0805"                                                                                                                      
C67        CL10B103KB8NNNC          TopLayer    CAP_0603_1608                 3523.622      2940.945      90       "CAP CER 10000PF 50V X7R 0603"                                                                                                                   
C66        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 3586.614      3051.181      270      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C65        CL21A106KAYNNNE          TopLayer    CAP_0805_2012                 3736.220      2944.882      90       "CAP CER 10UF 25V X5R 0805"                                                                                                                      
C64        CL21A106KAYNNNE          TopLayer    CAP_0805_2012                 3657.480      2944.882      90       "CAP CER 10UF 25V X5R 0805"                                                                                                                      
C63        C0603C102K5RACAUTO7411   TopLayer    CAP_0603_1608                 3523.622      3051.181      270      "CAP CER 1000PF 50V X7R 0603"                                                                                                                    
C62        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 3586.614      2940.945      90       "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C61        CL10B103KB8NNNC          TopLayer    CAP_0603_1608                 3169.291      2964.567      90       "CAP CER 10000PF 50V X7R 0603"                                                                                                                   
C60        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 3106.299      2960.630      90       "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C59        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 3106.299      3110.236      270      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C58        CL21A106KAYNNNE          TopLayer    CAP_0805_2012                 3035.433      2964.567      90       "CAP CER 10UF 25V X5R 0805"                                                                                                                      
C57        CL21A106KAYNNNE          TopLayer    CAP_0805_2012                 2956.693      2964.567      90       "CAP CER 10UF 25V X5R 0805"                                                                                                                      
C56        CL10B103KB8NNNC          TopLayer    CAP_0603_1608                 3444.882      4070.866      270      "CAP CER 10000PF 50V X7R 0603"                                                                                                                   
C55        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 3381.890      4070.866      270      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C54        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 3370.079      3917.323      90       "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C53        CL21A106KAYNNNE          TopLayer    CAP_0805_2012                 3311.024      4066.929      270      "CAP CER 10UF 25V X5R 0805"                                                                                                                      
C52        CL21A106KAYNNNE          TopLayer    CAP_0805_2012                 3220.472      4066.929      270      "CAP CER 10UF 25V X5R 0805"                                                                                                                      
C51        TAJB226K020RNJV          TopLayer    CAP_POL_1411_3528             3118.110      3885.827      270      "CAP TANT 22UF 10% 20V 1411"                                                                                                                     
C50        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 3145.669      4070.866      270      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C49        CL10B103KB8NNNC          TopLayer    CAP_0603_1608                 2783.465      4052.165      90       "CAP CER 10000PF 50V X7R 0603"                                                                                                                   
C48        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 2783.465      4208.661      270      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C47        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 2720.472      4052.165      90       "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C46        CL21A106KAYNNNE          TopLayer    CAP_0805_2012                 2649.606      4208.661      270      "CAP CER 10UF 25V X5R 0805"                                                                                                                      
C45        CL21A106KAYNNNE          TopLayer    CAP_0805_2012                 2484.252      4031.496      0        "CAP CER 10UF 25V X5R 0805"                                                                                                                      
C44        TAJB226K020RNJV          TopLayer    CAP_POL_1411_3528             2541.427      4196.850      90       "CAP TANT 22UF 10% 20V 1411"                                                                                                                     
C43        CL10B103KB8NNNC          TopLayer    CAP_0603_1608                 2937.008      4011.811      0        "CAP CER 10000PF 50V X7R 0603"                                                                                                                   
C42        CL10B104KC8NNNC          TopLayer    CAP_0603_1608                 1984.252      3736.220      90       "CAP CER 0.1UF 100V X7R 0603"                                                                                                                    
C41        865080445010             TopLayer    WCAP-ASLI_D6.3H7.7            2244.095      3870.079      270      "100 µF 25 V Aluminum Electrolytic Capacitors Radial, Can - SMD 2000 Hrs"                                                                        
C38        CL10B103KB8NNNC          TopLayer    CAP_0603_1608                 2539.370      3610.236      0        "CAP CER 10000PF 50V X7R 0603"                                                                                                                   
C37        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 2480.315      3960.630      0        "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C36        CL21A106KAYNNNE          TopLayer    CAP_0805_2012                 2484.252      3889.764      0        "CAP CER 10UF 25V X5R 0805"                                                                                                                      
C35        CL21A106KAYNNNE          TopLayer    CAP_0805_2012                 2500.000      3775.591      270      "CAP CER 10UF 25V X5R 0805"                                                                                                                      
C34        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 2440.945      3637.795      90       "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C33        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 2429.134      3763.780      270      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C32        CC1206KRX7R0BB102        TopLayer    CAP_1206_3216_-_0.8MM         1578.740      3917.323      270      "CAP CER 1000PF 100V X7R 1206"                                                                                                                   
C31        CC1206KRX7R0BB103        TopLayer    CAP_1206_3216_-_0.8MM         1584.646      3592.520      90       "CAP CER 10000PF 100V X7R 1206"                                                                                                                  
C30        CL31B104KCFNNNE          TopLayer    CAP_1206_3216_-_0.8MM         1486.220      3592.520      90       "CAP CER 0.1UF 100V X7R 1206"                                                                                                                    
C29        CL31B104KCFNNNE          TopLayer    CAP_1206_3216_-_0.8MM         885.827       3602.362      90       "CAP CER 0.1UF 100V X7R 1206"                                                                                                                    
C28        CL10B104KC8NNNC          TopLayer    CAP_0603_1608                 1791.339      3645.669      180      "CAP CER 0.1UF 100V X7R 0603"                                                                                                                    
C25        CL10A106MQ8NNNC          TopLayer    CAP_0603_1608                 3633.858      463.583       270      "CAP CER 10UF 6.3V X5R 0603"                                                                                                                     
C20        CL10A106MQ8NNNC          TopLayer    CAP_0603_1608                 2747.598      2228.740      225      "CAP CER 10UF 6.3V X5R 0603"                                                                                                                     
C18        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 3566.929      463.583       270      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C17        CL10A106MQ8NNNC          TopLayer    CAP_0603_1608                 2223.976      1858.661      135      "CAP CER 10UF 6.3V X5R 0603"                                                                                                                     
C16        T491A106K010AT7280       TopLayer    CAP_POL_1206_3216             2164.921      1803.543      315      "CAP TANT 10UF 10% 10V 1206"                                                                                                                     
C15        C0603C102K5RACAUTO7411   TopLayer    CAP_0603_1608                 2653.110      2067.323      225      "CAP CER 1000PF 50V X7R 0603"                                                                                                                    
C14        CL10B103KB8NNNC          TopLayer    CAP_0603_1608                 2700.354      2020.079      225      "CAP CER 10000PF 50V X7R 0603"                                                                                                                   
C13        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 2747.598      1972.835      225      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C12        T491A106K010AT7280       TopLayer    CAP_POL_1206_3216             2401.142      2842.913      135      "CAP TANT 10UF 10% 10V 1206"                                                                                                                     
C11        CL10A106MQ8NNNC          TopLayer    CAP_0603_1608                 2373.582      2756.299      315      "CAP CER 10UF 6.3V X5R 0603"                                                                                                                     
C10        CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 2700.354      2279.921      225      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C9         CL10A106MQ8NNNC          TopLayer    CAP_0603_1608                 1847.059      2375.445      45       "CAP CER 10UF 6.3V X5R 0603"                                                                                                                     
C8         CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 2271.220      1905.906      315      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C5         CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 2326.338      2709.055      135      "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C4         CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 1968.504      1925.197      45       "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C3         CC0603JRX7R9BB104        TopLayer    CAP_0603_1608                 1893.268      2331.102      45       "CAP CER 0.1UF 50V X7R 0603"                                                                                                                     
C2         T491A106K010AT7280       TopLayer    CAP_POL_1206_3216             1786.968      2425.590      225      "CAP TANT 10UF 10% 10V 1206"                                                                                                                     
C1         CL10C101JB81PNC          TopLayer    CAP_0603_1608                 3259.843      2625.984      270      "CAP CER 100PF 50V C0G/NP0 0603"                                                                                                                 
